xxo---xo-,-3
--x---xo-,-1
oxx---xo-,-3
xx-o--xo-,-3
xxoo--xo-,-2
ox-x--xo-,-3
-xox--xo-,-3
oxox--xo-,-2
--x-o-xo-,-4
-xx-o-xo-,-3
oxx-o-xo-,-2
-x-xo-xo-,-3
ox-xo-xo-,-2
ox--x-xo-,-3
-xo-x-xo-,-3
oxo-x-xo-,-2
-x-ox-xo-,-3
-xoox-xo-,-2
xxoox-xo-,-1
oxoxx-xo-,-1
-x-x-oxo-,-3
ox-x-oxo-,-2
oxxx-oxo-,-1
-xxxooxo-,-1
-x--xoxo-,-3
-xo-xoxo-,-2
ox-xxoxo-,-1
-----xxo-,-1
ox---xxo-,-3
x-o--xxo-,-3
-xo--xxo-,-3
oxo--xxo-,-2
x--o-xxo-,-3
-x-o-xxo-,-3
x-oo-xxo-,-2
-xoo-xxo-,-2
xxoo-xxo-,-1
oxox-xxo-,-1
----oxxo-,-4
-x--oxxo-,-3
ox--oxxo-,-2
-xo-oxxo-,-2
xxo-oxxo-,-1
x--ooxxo-,-2
xx-ooxxo-,-1
-xoxoxxo-,-1
--o-xxxo-,-3
oxo-xxxo-,-1
---oxxxo-,-3
ox-oxxxo-,-1
--ooxxxo-,-2
x-ooxxxo-,-1
-xooxxxo-,-1
-------x-,-3
-o-----x-,-2
xo-----x-,-1
x-o----x-,-1
o-x----x-,-1
-ox----x-,-1
x--o---x-,-1
--xo---x-,-1
xoxo---x-,-3
-o-x---x-,-1
xox-o--x-,-3
x--oo--x-,-4
--xoo--x-,-4
xoxoo--x-,-2
o--xo--x-,-4
xo-xo--x-,-3
-oxxo--x-,-3
oo--x--x-,-4
-oo-x--x-,-4
xoo-x--x-,-3
oox-x--x-,-3
xo-ox--x-,-3
-oxox--x-,-3
x----o-x-,-1
--x--o-x-,-1
xox--o-x-,-3
---x-o-x-,-1
o--x-o-x-,-2
xo-x-o-x-,-3
ox-x-o-x-,-3
o-xx-o-x-,-3
-oxx-o-x-,-3
x---oo-x-,-4
--x-oo-x-,-4
xox-oo-x-,-2
x--xoo-x-,-3
ox-xoo-x-,-2
--xxoo-x-,-3
o-xxoo-x-,-2
xoxxoo-x-,-1
xo--xo-x-,-3
-ox-xo-x-,-3
o--xxo-x-,-3
oo-xxo-x-,-2
ooxxxo-x-,-1
-o---x-x-,-1
---o-x-x-,-1
xo-o-x-x-,-3
--oo-x-x-,-2
x-oo-x-x-,-3
-xoo-x-x-,-3
-oxo-x-x-,-3
xo--ox-x-,-3
--o-ox-x-,-4
-ox-ox-x-,-3
x--oox-x-,-3
x-ooox-x-,-2
-xooox-x-,-2
--xoox-x-,-3
xoxoox-x-,-1
--ooxx-x-,-3
-oooxx-x-,-2
xoooxx-x-,-1
xo----ox-,-2
--x---ox-,-1
o-x---ox-,-4
-ox---ox-,-2
xox---ox-,-3
---x--ox-,-1
-o-x--ox-,-2
xo-x--ox-,-3
o-xx--ox-,-3
-oxx--ox-,-3
x---o-ox-,-4
--x-o-ox-,-4
x-x-o-ox-,-3
xox-o-ox-,-2
---xo-ox-,-4
xo-xo-ox-,-2
--xxo-ox-,-3
o-xxo-ox-,-2
-oxxo-ox-,-2
xoxxo-ox-,-1
-o--x-ox-,-4
xo--x-ox-,-3
-ox-x-ox-,-3
oox-x-ox-,-2
-oxox-ox-,-2
xoxox-ox-,-1
-o-xx-ox-,-3
ooxxx-ox-,-1
x-x--oox-,-3
xox--oox-,-2
---x-oox-,-2
xo-x-oox-,-2
-x-x-oox-,-3
--xx-oox-,-3
o-xx-oox-,-2
-oxx-oox-,-2
xoxx-oox-,-1
oxxx-oox-,-1
x--xooox-,-2
-x-xooox-,-2
--xxooox-,-2
x-xxooox-,-1
-xxxooox-,-1
--x-xoox-,-3
-ox-xoox-,-2
xox-xoox-,-1
---xxoox-,-3
-o-xxoox-,-2
xo-xxoox-,-1
o-xxxoox-,-1
-oxxxoox-,-1
-o---xox-,-2
xo---xox-,-3
-ox--xox-,-3
xoxo-xox-,-1
-o-x-xox-,-3
----oxox-,-4
xo--oxox-,-2
--x-oxox-,-3
xox-oxox-,-1
-o-xoxox-,-2
-oxxoxox-,-1
-o--xxox-,-3
-o-oxxox-,-2
xo-oxxox-,-1
-o----xx-,-1
xo-o--xx-,-3
x-oo--xx-,-3
-ox-o-xx-,-3
xooox-xx-,-1
-o-o-xxx-,-3
--oo-xxx-,-3
xooo-xxx-,-1
-o--oxxx-,-3
--o-oxxx-,-3
---ooxxx-,-3
xo-ooxxx-,-1
x-oooxxx-,-1
-xoooxxx-,-1
-oxooxxx-,-1
--xx----o,-1
xoxx----o,-3
x-o-x---o,-4
xox-x---o,-3
---xxo--o,-4
--xxxo--o,-3
xoxxxo--o,-1
x----x--o,-1
x--o-x--o,-2
-x-o-x--o,-2
xx-o-x--o,-3
xxoo-x--o,-2
--xo-x--o,-2
x-xo-x--o,-3
xoxo-x--o,-2
x---ox--o,-4
-x--ox--o,-4
xx--ox--o,-3
xxo-ox--o,-2
--x-ox--o,-4
x-x-ox--o,-3
xox-ox--o,-2
xo--xx--o,-3
x-o-xx--o,-3
---oxx--o,-4
x--oxx--o,-3
xo-oxx--o,-2
-x-oxx--o,-3
x-ooxx--o,-2
xxooxx--o,-1
xoxoxx--o,-1
--xx--o-o,-4
xoxx--o-o,-2
x---x-o-o,-4
--x-x-o-o,-4
xox-x-o-o,-2
--xxxoo-o,-2
x----xo-o,-4
xox--xo-o,-2
x--oxxo-o,-2
-xo---x-o,-4
xx-o--x-o,-3
xxoo--x-o,-2
--o-x-x-o,-4
x--ox-x-o,-3
x-oox-x-o,-2
xo---xx-o,-3
x-o--xx-o,-3
-xo--xx-o,-3
---o-xx-o,-2
x--o-xx-o,-3
xo-o-xx-o,-2
-x-o-xx-o,-3
x-oo-xx-o,-2
-xoo-xx-o,-2
xxoo-xx-o,-1
--xo-xx-o,-3
xoxo-xx-o,-1
----oxx-o,-4
x---oxx-o,-3
-xo-oxx-o,-2
xxo-oxx-o,-1
x--ooxx-o,-2
-x-ooxx-o,-2
xx-ooxx-o,-1
--xooxx-o,-2
x-xooxx-o,-1
--o-xxx-o,-3
xoo-xxx-o,-1
---oxxx-o,-3
xo-oxxx-o,-1
--ooxxx-o,-2
x-ooxxx-o,-1
-xooxxx-o,-1
-x--x--oo,-4
xxo--x-oo,-2
x--oxx-oo,-2
-x-oxx-oo,-2
-x--x-xoo,-3
-xo-x-xoo,-2
xx-ox-xoo,-1
xxo--xxoo,-1
xx-o-xxoo,-1
xxoo-xxoo,0
x-o-xxxoo,-1
-xo-xxxoo,-1
x--oxxxoo,-1
-x-oxxxoo,-1
xo-----xo,-2
x-o----xo,-4
--x----xo,-1
-ox----xo,-2
xox----xo,-3
x-xo---xo,-3
xoxo---xo,-2
-o-x---xo,-2
xo-x---xo,-3
-oxx---xo,-3
x---o--xo,-4
--x-o--xo,-4
x-x-o--xo,-3
xox-o--xo,-2
---xo--xo,-4
x--xo--xo,-3
-oxxo--xo,-2
xoxxo--xo,-1
-o--x--xo,-4
xo--x--xo,-3
xoo-x--xo,-2
-ox-x--xo,-3
x--ox--xo,-3
xo-ox--xo,-2
xoxox--xo,-1
-o-xx--xo,-3
xoxx-o-xo,-1
xo--xo-xo,-2
xox-xo-xo,-1
-o-xxo-xo,-2
-oxxxo-xo,-1
-----x-xo,-1
-o---x-xo,-2
xo---x-xo,-3
x-o--x-xo,-3
-ox--x-xo,-3
---o-x-xo,-2
x--o-x-xo,-3
xo-o-x-xo,-2
-x-o-x-xo,-3
x-oo-x-xo,-2
xxoo-x-xo,-1
-oxo-x-xo,-2
xoxo-x-xo,-1
-o-x-x-xo,-3
----ox-xo,-4
x---ox-xo,-3
xo--ox-xo,-2
x-o-ox-xo,-2
-ox-ox-xo,-2
xox-ox-xo,-1
x--oox-xo,-2
-x-oox-xo,-2
xx-oox-xo,-1
--xoox-xo,-2
x-xoox-xo,-1
-o-xox-xo,-2
xo-xox-xo,-1
-o--xx-xo,-3
xoo-xx-xo,-1
---oxx-xo,-3
-o-oxx-xo,-2
xo-oxx-xo,-1
x-ooxx-xo,-1
-oxoxx-xo,-1
x-x---oxo,-3
xox---oxo,-2
xo-x--oxo,-2
--xx--oxo,-3
-oxx--oxo,-2
xoxx--oxo,-1
x--xo-oxo,-2
--xxo-oxo,-2
x-xxo-oxo,-1
x---x-oxo,-3
xo--x-oxo,-2
--x-x-oxo,-3
-ox-x-oxo,-2
xox-x-oxo,-1
x-xox-oxo,-1
xo-xx-oxo,-1
-oxxx-oxo,-1
x--x-ooxo,-2
x-xx-ooxo,-1
xoxx-ooxo,0
x-x-xooxo,-1
--xxxooxo,-1
x----xoxo,-3
xo---xoxo,-2
-ox--xoxo,-2
xox--xoxo,-1
--xo-xoxo,-2
x-xo-xoxo,-1
xoxo-xoxo,0
xo-x-xoxo,-1
-oxx-xoxo,-1
x---oxoxo,-2
--x-oxoxo,-2
x-x-oxoxo,-1
xo--xxoxo,-1
-ox-xxoxo,-1
x--oxxoxo,-1
-o----xxo,-2
xo----xxo,-3
-ox---xxo,-3
xo-o--xxo,-2
x-oo--xxo,-2
xoxo--xxo,-1
----o-xxo,-4
x---o-xxo,-3
-ox-o-xxo,-2
xox-o-xxo,-1
x--oo-xxo,-2
xo-ox-xxo,-1
-oo--xxxo,-2
xoo--xxxo,-1
---o-xxxo,-3
-o-o-xxxo,-2
xo-o-xxxo,-1
--oo-xxxo,-2
x-oo-xxxo,-1
xooo-xxxo,0
-xoo-xxxo,-1
-oxo-xxxo,-1
-o--oxxxo,-2
xo--oxxxo,-1
--o-oxxxo,-2
x-o-oxxxo,-1
---ooxxxo,-2
x--ooxxxo,-1
-o-oxxxxo,-1
--ooxxxxo,-1
-xo-----x,-1
x--o----x,-1
-x-o----x,-1
o--x----x,-1
-o-x----x,-1
--ox----x,-1
o-ox----x,-4
oxox----x,-3
xo--o---x,-4
ox--o---x,-4
-xo-o---x,-4
oxx-o---x,-3
x--oo---x,-4
-x-oo---x,-4
o--xo---x,-4
-o-xo---x,-4
ox-xo---x,-3
oxoxo---x,-2
o-xxo---x,-3
o-o-x---x,-4
oxo-x---x,-3
x----o--x,-1
-x---o--x,-1
--x--o--x,-1
---x-o--x,-1
o--x-o--x,-4
ox-x-o--x,-3
o-xx-o--x,-3
-oxx-o--x,-3
x---oo--x,-4
-x--oo--x,-4
--x-oo--x,-4
oxx-oo--x,-2
x--xoo--x,-3
-x-xoo--x,-3
ox-xoo--x,-2
--xxoo--x,-3
o-xxoo--x,-2
-oxxoo--x,-2
oxxxoo--x,-1
ox--xo--x,-3
o-x-xo--x,-3
o--xxo--x,-3
-o-xxo--x,-3
oo-xxo--x,-2
--oxxo--x,-3
o-oxxo--x,-2
oxoxxo--x,-1
ooxxxo--x,-1
---o-x--x,-1
--oo-x--x,-2
x-oo-x--x,-3
oxoo-x--x,-2
ox--ox--x,-3
--o-ox--x,-4
oxo-ox--x,-2
x--oox--x,-3
-x-oox--x,-3
x-ooox--x,-2
-xooox--x,-2
ox----o-x,-4
ox-x--o-x,-3
o-xx--o-x,-3
-oxx--o-x,-3
---xo-o-x,-4
ox-xo-o-x,-2
--xxo-o-x,-3
oxxxo-o-x,-1
o---x-o-x,-4
o--xx-o-x,-3
ooxxx-o-x,-1
-xx--oo-x,-3
oxx--oo-x,-2
---x-oo-x,-2
x--x-oo-x,-3
-x-x-oo-x,-3
ox-x-oo-x,-2
--xx-oo-x,-3
o-xx-oo-x,-2
-oxx-oo-x,-2
xoxx-oo-x,-1
oxxx-oo-x,-1
x--xooo-x,-2
-x-xooo-x,-2
--xxooo-x,-2
x-xxooo-x,-1
-xxxooo-x,-1
--x-xoo-x,-3
o-x-xoo-x,-2
---xxoo-x,-3
o--xxoo-x,-2
ox-xxoo-x,-1
o-xxxoo-x,-1
-oxxxoo-x,-1
oxo---x-x,-3
-xoo--x-x,-3
ox--o-x-x,-3
-xo-o-x-x,-3
o--xo-x-x,-3
oxoxo-x-x,-1
oxoox-x-x,-1
ox---ox-x,-3
o--x-ox-x,-3
oxox-ox-x,-1
ox-xoox-x,-1
o-xxoox-x,-1
oxo-xox-x,-1
--oo-xx-x,-3
oxoo-xx-x,-1
--o-oxx-x,-3
oxo-oxx-x,-1
x-oooxx-x,-1
-xoooxx-x,-1
x------ox,-1
-x-----ox,-1
ox-----ox,-2
-xo----ox,-2
xxo----ox,-3
oxx----ox,-3
---x---ox,-1
ox-x---ox,-3
-xox---ox,-3
oxox---ox,-2
o-xx---ox,-3
x---o--ox,-4
xx--o--ox,-3
xxo-o--ox,-2
---xo--ox,-4
-x-xo--ox,-3
ox-xo--ox,-2
-xoxo--ox,-2
oxxxo--ox,-1
ox--x--ox,-3
-xo-x--ox,-3
oxo-x--ox,-2
-x-ox--ox,-3
ox-ox--ox,-2
o--xx--ox,-3
oxoxx--ox,-1
-xx--o-ox,-3
oxx--o-ox,-2
-x-x-o-ox,-3
ox-x-o-ox,-2
--xx-o-ox,-3
o-xx-o-ox,-2
oxxx-o-ox,-1
--xxoo-ox,-2
-xxxoo-ox,-1
-x--xo-ox,-3
ox--xo-ox,-2
oxx-xo-ox,-1
---xxo-ox,-3
o--xxo-ox,-2
ox-xxo-ox,-1
-xoxxo-ox,-1
o-xxxo-ox,-1
ox---x-ox,-3
-xo--x-ox,-3
oxo--x-ox,-2
-x-o-x-ox,-3
-xoo-x-ox,-2
xxoo-x-ox,-1
oxox-x-ox,-1
-x--ox-ox,-3
-xo-ox-ox,-2
xx-oox-ox,-1
ox-xox-ox,-1
oxo-xx-ox,-1
-xooxx-ox,-1
oxxx--oox,-1
-x--x-oox,-3
ox--x-oox,-2
ox-xx-oox,-1
o-xxx-oox,-1
-xxx-ooox,-1
oxxx-ooox,0
-xx-xooox,-1
-x-xxooox,-1
--xxxooox,-1
ox----xox,-3
-xo---xox,-3
oxo---xox,-2
-x-o--xox,-3
-xoo--xox,-2
xxoo--xox,-1
--ox--xox,-3
o-ox--xox,-2
oxox--xox,-1
----o-xox,-4
-x--o-xox,-3
ox--o-xox,-2
-xo-o-xox,-2
xxo-o-xox,-1
oxx-o-xox,-1
-x-oo-xox,-2
o--xo-xox,-2
ox-xo-xox,-1
-xoxo-xox,-1
o---x-xox,-3
--o-x-xox,-3
o-o-x-xox,-2
oxo-x-xox,-1
ox-ox-xox,-1
-xoox-xox,-1
-x---oxox,-3
ox---oxox,-2
oxx--oxox,-1
---x-oxox,-3
o--x-oxox,-2
ox-x-oxox,-1
-xox-oxox,-1
oxox-oxox,0
o-xx-oxox,-1
-x--ooxox,-2
-x-xooxox,-1
ox--xoxox,-1
-xo-xoxox,-1
o--xxoxox,-1
--oxxoxox,-1
o----xxox,-3
o-o--xxox,-2
oxo--xxox,-1
---o-xxox,-3
ox-o-xxox,-1
--oo-xxox,-2
x-oo-xxox,-1
-xoo-xxox,-1
oxoo-xxox,0
ox--oxxox,-1
--o-oxxox,-2
-xo-oxxox,-1
-x-ooxxox,-1
o--oxxxox,-1
--ooxxxox,-1
-o-----xx,-1
xo--o--xx,-3
o--xo--xx,-3
-o-xo--xx,-3
o-x--o-xx,-3
-ox--o-xx,-3
o--x-o-xx,-3
-o-x-o-xx,-3
ooxx-o-xx,-1
---xoo-xx,-3
xo-xoo-xx,-1
ox-xoo-xx,-1
o-xxoo-xx,-1
-oxxoo-xx,-1
oox-xo-xx,-1
-o----oxx,-2
xo----oxx,-3
-ox---oxx,-3
oo-x--oxx,-2
ooxx--oxx,-1
----o-oxx,-4
xo--o-oxx,-2
--x-o-oxx,-3
xox-o-oxx,-1
o--xo-oxx,-2
-o-xo-oxx,-2
o-xxo-oxx,-1
-oxxo-oxx,-1
o-x--ooxx,-2
-ox--ooxx,-2
xox--ooxx,-1
---x-ooxx,-3
o--x-ooxx,-2
-o-x-ooxx,-2
xo-x-ooxx,-1
ox-x-ooxx,-1
o-xx-ooxx,-1
-oxx-ooxx,-1
ooxx-ooxx,0
--x-oooxx,-2
---xoooxx,-2
--xxoooxx,-1
-ox-xooxx,-1
o--xxooxx,-1
-o-xxooxx,-1
